genes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Apol11a,0.0,0.54187614,0.06583245,0.09913519,0.12922925,0.0,0.12594637,0.068211906,0.026154945,0.052037787,0.08695001,0.05387591,0.123207256,0.24168397,0.25156486,0.24341749,0.24268495,0.24807465,0.29520634,0.34218785,0.3699178,0.5130017,0.5587205,0.51236385,0.5980883,0.56695545,0.6733915,0.6026889,0.74093986,0.7296748,0.624364,0.7053589,0.7849782,0.67129165,0.66018915,0.9288377,0.8971441,0.9753002,0.950798,1.0107615,1.0452961,1.0614613,0.86894417,0.90838397,1.1005057,0.77538794,0.5316805,0.9613042,0.49557182,1.5246848
Gpr84,0.0,0.0,0.0,0.05193822,0.025197338,0.0,0.0,0.0,0.0,0.0,0.004960855,0.0046711494,0.010946915,0.012485929,0.014915225,0.010352106,0.012859748,0.034685414,0.036121037,0.014365536,0.040690552,0.07902998,0.100813404,0.08627516,0.1665545,0.12368568,0.19126517,0.34612107,0.2082959,0.4453318,0.2886462,0.5048659,0.39446476,0.5247211,0.5814135,0.61318815,0.3706292,0.6598654,0.644228,0.5827509,0.8513227,0.58934045,0.57640743,0.5851479,0.50508064,0.7082903,0.7169412,0.18641491,0.46689585,0.0
Apobec1,0.0,0.4201684,0.064938515,0.2126897,0.24756652,0.09759782,0.1764375,0.067262255,0.16425589,0.23534839,0.23120734,0.3148631,0.54023397,0.91044116,1.1427373,1.3190036,1.3719091,1.3998142,1.2920729,1.308679,1.2466646,1.3194574,1.3731353,1.3167398,1.3632386,1.3876332,1.2958089,1.3028504,1.4251447,1.3235146,1.3082482,1.1955421,1.3729702,1.3630894,1.3472855,1.3414832,1.2691497,1.0682276,1.2160935,1.2838954,1.1221701,1.1822412,1.2526319,1.433698,1.214239,1.4706813,1.4833505,1.6312795,1.0985708,0.0
Skil,0.0,0.0,0.36195353,0.21129255,0.12162747,0.119974755,0.0,0.25015923,0.05365248,0.18051198,0.14771529,0.15507542,0.14830875,0.0855027,0.1186878,0.13249624,0.10778541,0.1595107,0.12537451,0.1621267,0.19826144,0.16936709,0.31465992,0.36314616,0.43806508,0.5209795,0.4871202,0.58952385,0.7485146,0.8559853,0.7376584,0.8351279,0.6372706,0.7776304,0.7819595,0.7789241,0.80361897,0.8178904,0.7291859,0.86599845,0.8317421,1.0275195,0.7575399,0.85998464,0.9084412,0.9157542,0.7517562,0.7490982,1.0298412,1.8548193
Rhoh,0.0,0.0,0.0,0.0,0.0,0.070879765,0.0,0.0,0.0,0.0,0.01145698,0.005427393,0.014417505,0.020700142,0.019262413,0.02136709,0.015955988,0.027081126,0.044913143,0.030910201,0.053127185,0.049906507,0.06658531,0.12646765,0.16434725,0.24292475,0.3162239,0.37532994,0.3992407,0.43971798,0.45910394,0.5224063,0.4400539,0.4347432,0.5360385,0.5215396,0.42299277,0.41515246,0.4583197,0.49637678,0.5339154,0.45886356,0.30133632,0.357798,0.1493132,0.3028278,0.26600417,0.0,0.38710162,1.0284929
Herc6,0.0,0.1318458,0.0,0.060391743,0.0,0.0,0.0,0.042728025,0.027810404,0.15158254,0.123225026,0.16082723,0.30828223,0.45869854,0.5256305,0.47991997,0.45323548,0.44880632,0.53557676,0.5221929,0.622304,0.7033265,0.8078978,0.85385245,1.0071774,0.8665708,0.7617123,0.9771741,0.93007493,1.0599134,0.83301216,0.7812673,0.91880786,0.9313277,1.0329041,1.0604243,0.9226149,0.8915856,1.0550877,1.143847,1.0304201,1.1433932,1.00647,1.0216686,0.99062455,1.007449,0.8584849,1.1016543,0.51004606,1.0284929
Mx1,0.0,0.1318458,0.05800459,0.041779693,0.084360234,0.062849455,0.10054154,0.0,0.17827596,0.14345421,0.13672481,0.19756413,0.49559706,0.7756568,0.9047194,1.0677614,1.1390786,1.0406982,0.95819956,0.89569616,0.9354739,0.9647295,1.1674542,1.1277828,1.1995047,1.2857529,1.1946492,1.0953915,1.2458038,1.4052141,1.214048,1.2507553,1.265155,1.2050161,1.4725486,1.1818258,1.0760175,1.1887951,1.1068866,1.330283,1.1804512,1.2578293,1.3007557,1.2907958,1.1368332,1.3191998,1.300806,1.1594908,1.1434491,0.0
Bst2,0.0,0.83224285,0.5149884,0.43705428,0.35132885,0.33329582,0.5159622,0.062432893,0.6314853,0.5677897,0.57776797,0.6604185,1.2054106,1.6209915,1.63369,1.3740308,1.1797931,1.1943047,1.3652742,1.4805957,1.5632918,2.0170233,2.1432939,2.102417,2.2121892,2.1895022,2.3795738,2.0247116,2.3738048,2.203371,2.2485893,2.3689725,2.1377058,2.1376224,2.285219,2.2441552,2.5938601,2.4287357,2.46512,2.4039378,2.356157,2.2854705,2.2135098,2.2966843,2.2394965,2.162302,1.7460263,1.9735407,1.6601831,2.3010075
SCoV2_UTR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043706778,0.0047593345,0.002902002,0.008023107,0.006296754,0.022117382,0.041125607,0.025261441,0.03887534,0.042875305,0.112512596,0.08305683,0.10293068,0.15402663,0.1701225,0.13526207,0.17771833,0.31201318,0.18776688,0.19571523,0.374811,0.32235634,0.31216705,0.51125026,0.36527106,0.45404324,0.57757324,1.0124395,1.0371977,0.745481,0.8560669,1.0738605,0.9287386,0.78728336,0.59061605,0.96957165,0.85935134,0.5429794,0.7089852,0.24174279,0.0
Lgals9,0.0,0.18397446,0.0,0.10167846,0.04704577,0.09628222,0.0,0.0,0.17195193,0.15010488,0.12934932,0.15710445,0.2947403,0.4923154,0.53236294,0.5301168,0.53204936,0.5060174,0.53616154,0.62378836,0.6639719,0.73297447,0.8240892,0.8964002,0.8465903,0.9134369,0.99254,0.8645857,1.0465645,0.9106318,0.9322998,1.0943196,0.9589636,0.99099535,0.97527033,0.8969433,0.9365873,0.82980895,0.91393024,0.9223061,1.0223976,0.8138995,0.81276286,0.8065296,0.5636004,0.8741775,0.91017234,0.48032498,0.7171562,0.0
Psmb9,0.0,0.43177134,0.2310422,0.37207493,0.3237014,0.4896266,0.12549625,0.3587923,0.452906,0.3192144,0.33598927,0.32881692,0.40362602,0.54298794,0.6155552,0.741746,0.84626323,0.93992996,1.0137241,0.9888816,1.1063828,0.9769966,1.0235313,0.961842,1.025826,1.0111945,0.9802243,1.1522489,1.0119231,1.1813949,1.0037336,1.0804473,1.2087725,1.275392,1.4476639,1.2079495,1.1414957,1.0969726,1.0733504,1.3014033,1.1290169,1.1847223,1.2200421,1.1606312,1.2118912,1.1111103,1.8902094,1.5495846,1.5466481,0.0
Il4r,0.0,0.0,0.0,0.0,0.03739302,0.124917015,0.14160928,0.062756374,0.066285335,0.05350376,0.050158385,0.04654501,0.038048267,0.040591054,0.045849297,0.056304373,0.04359557,0.04879299,0.058104467,0.07679289,0.096898995,0.09018599,0.13759279,0.16297317,0.21171372,0.24977186,0.3492219,0.29165843,0.41001922,0.4264683,0.4003143,0.54594064,0.4378706,0.51981133,0.5289786,0.5942831,0.54740405,0.5459878,0.47379664,0.5473228,0.58280337,0.5427075,0.51449275,0.69711316,0.5501659,0.42144892,0.63131905,0.80458426,0.44086054,1.5246848
Bhlhe40,0.0,0.0,0.0,0.0,0.102555655,0.1207861,0.0,0.0,0.0,0.025785632,0.061374452,0.07284356,0.0670261,0.04776648,0.05755797,0.065387756,0.06616461,0.10004666,0.091590665,0.113551416,0.11577677,0.16300143,0.11270917,0.2726675,0.22577591,0.39993295,0.36421898,0.43947896,0.45819202,0.5866081,0.60972947,0.60903287,0.6501281,0.6978151,0.59953856,0.5739064,0.58886814,0.5781953,0.5129007,0.49419814,0.5443186,0.5449307,0.5440414,0.68794096,0.532625,0.49838075,0.5034114,0.42810813,0.80253196,0.0
Tgtp2,0.0,0.0,0.0,0.0,0.0,0.0,0.06738055,0.0,0.30795106,0.39031538,0.2561201,0.3371814,0.61248875,0.91529375,0.93507785,0.77087593,0.6588056,0.70943755,0.81074554,1.0202445,1.0377499,1.3698517,1.4153911,1.5209844,1.4959213,1.4638364,1.6281748,1.2814556,1.5607086,1.5183771,1.5010223,1.5238657,1.3613056,1.3102062,1.3855554,1.504081,1.7410306,1.6515672,1.5846989,1.620944,1.5409427,1.7982079,1.5016778,1.6301222,1.5391545,1.5833144,0.80827034,1.2850828,0.3290395,0.0
Atf3,0.0,0.7763835,0.3853708,0.30619776,0.20888811,0.29904938,0.106333606,0.23635246,0.018756779,0.10435316,0.08673735,0.12505236,0.14500417,0.15648448,0.17623587,0.17608963,0.17411776,0.21972884,0.20760252,0.28991878,0.24188447,0.33952588,0.47204202,0.43115953,0.46411276,0.57847595,0.63382953,0.6605125,0.77454,0.82187086,0.6896828,0.72715634,0.6952664,0.76787436,0.78849375,0.94591844,0.8435133,0.65600866,0.74748147,0.7123975,0.89471,0.8756135,0.7239278,0.66151553,0.69819516,1.0173287,1.0035123,1.0768745,0.88929516,0.0
Shisa5,0.53281075,0.7582674,1.0362595,0.63697934,0.7379154,0.5664855,0.5042246,0.53374285,0.68515,0.76814544,0.74263626,0.73481804,1.067482,1.3420385,1.3978323,1.392517,1.3406976,1.3531404,1.4314266,1.5242826,1.5161517,1.79776,1.7307059,1.8431275,1.8154112,1.79972,1.9498552,1.7950014,1.993986,1.8186123,1.7563123,1.8118219,1.7126695,1.7072018,1.6801441,1.6986068,1.9473562,1.677848,1.8930486,1.7590753,1.6063862,1.688551,1.6261929,1.7102009,1.4995495,1.6740252,1.4515895,1.3612305,0.72040296,0.0
Tnfaip2,0.0,0.1318458,0.20234296,0.05193822,0.08852626,0.37435088,0.10130715,0.28271198,0.072382174,0.07624977,0.05555623,0.04063825,0.06229223,0.07765372,0.10800494,0.091559336,0.07643809,0.08086736,0.11881671,0.11744084,0.101598985,0.17085066,0.18414837,0.21444112,0.2938671,0.3253408,0.39443445,0.4424698,0.39170754,0.58200306,0.5399059,0.4964188,0.4790396,0.4681113,0.6987064,0.66792965,0.64336026,0.62660336,0.7719977,0.8953804,0.89162415,0.66638994,0.6926883,0.5622865,0.69509006,0.7715717,0.61547697,0.6554322,1.6479367,2.4664953
P2ry2,0.0,0.0,0.23099023,0.1346877,0.0932028,0.27395198,0.057498805,0.10810896,0.17313232,0.18289702,0.17810053,0.12329258,0.19044995,0.22860673,0.24124835,0.20468791,0.19958173,0.22600462,0.25198063,0.28833783,0.31766918,0.3691017,0.40901512,0.40855232,0.38078624,0.43725616,0.5249149,0.4368902,0.40072456,0.5324576,0.56930923,0.62341845,0.6668845,0.74842936,0.7758909,0.97511894,0.89166224,0.8334469,0.970439,0.9266286,1.012597,0.9966841,1.1733042,1.2052621,1.1905726,1.0837669,0.72026587,0.93308115,0.63760316,1.0284929
Gga2,0.0,0.0,0.0,0.049394947,0.0,0.0,0.0,0.0,0.0,0.0,0.0068026725,0.0014931526,0.0062530595,0.004327321,0.005375493,0.002128839,0.0067237504,0.003898171,0.01960939,0.008976181,0.0046422584,0.008055334,0.026756197,0.029868698,0.03943389,0.082844816,0.09083363,0.09841067,0.118994966,0.11213358,0.21393768,0.29342538,0.19176859,0.34633014,0.32312942,0.32046807,0.2788959,0.47925955,0.5374942,0.39282957,0.52364033,0.5192552,0.5375346,0.53001714,0.41078317,0.63864356,0.43094173,0.9014205,0.41230044,2.4664953
Ddx58,0.0,0.0,0.0,0.0,0.0,0.070879765,0.11898217,0.068211906,0.113173805,0.11647124,0.09478445,0.112015255,0.24620546,0.3212413,0.38697788,0.31803796,0.32385242,0.37416676,0.39290947,0.422678,0.41157556,0.5284661,0.5827167,0.64601254,0.6028757,0.62994653,0.6318356,0.56596345,0.68278843,0.6509607,0.6691555,0.74223536,0.67588496,0.7401233,0.815554,0.9063712,0.80533993,0.79548377,0.8012655,0.94762206,0.9314746,0.8336623,0.95285684,0.89393795,1.0550531,0.9753842,0.59495217,0.9024109,0.45108175,1.5246848
Sqstm1,0.6646775,0.27450857,0.34378144,0.49950397,0.3006048,0.26167175,0.39983785,0.30905765,0.43143737,0.4152593,0.43241474,0.44305873,0.42927262,0.35951653,0.38390645,0.42251337,0.4393906,0.47847298,0.54752254,0.5253747,0.57019645,0.5030754,0.4752236,0.5017966,0.6099547,0.57551336,0.58386546,0.8254257,0.8048691,0.7676901,1.1223481,1.1210515,1.2412097,1.209552,1.2862339,1.3816626,1.6318172,1.543615,1.7234701,1.5563921,1.7028059,1.7044624,1.668027,1.6277076,1.8663265,1.8330413,2.1173818,2.1775851,2.3170836,0.0
Tnfaip3,0.0,0.6379499,0.14826968,0.1474587,0.42447636,0.3795476,0.23219773,0.07391909,0.095804036,0.098248415,0.120377466,0.107065484,0.09404546,0.105555505,0.08660191,0.12330037,0.15046087,0.16266926,0.16481893,0.14304231,0.15735888,0.12707397,0.23871581,0.2199712,0.2634117,0.2522265,0.34545964,0.4783693,0.42288697,0.62653273,0.49929318,0.62415636,0.5667412,0.5751672,0.74426544,0.8272569,0.5734064,0.882637,0.95024824,0.95157546,1.0353729,0.9389731,1.005609,0.92119855,1.0893941,1.3924457,1.0752507,0.95764744,1.650275,2.608446
Ifit2,0.0,0.38856843,0.42601568,0.6947429,0.54385495,0.6631147,0.7638405,0.37021568,1.1197332,0.8276851,0.7535152,0.79729486,1.3669543,1.9047794,1.8795309,1.5936476,1.3655617,1.4191545,1.6135904,1.8279138,1.9139944,2.3948503,2.7056746,2.6039674,2.6348429,2.6065423,2.5983493,2.2890985,2.6516743,2.6478415,2.296724,2.4164953,2.2558367,2.2863443,2.331277,2.5431223,2.6044898,2.5353227,2.600029,2.7883956,2.4733708,2.7947495,2.6639197,2.4717398,2.5534282,2.6878405,2.102553,2.3087378,1.7703624,1.0284929
Scimp,0.0,0.0,0.068541676,0.11105436,0.0,0.0,0.16890419,0.0,0.029847631,0.020000633,0.009077196,0.009704898,0.018823221,0.01768567,0.027065733,0.004766852,0.018196255,0.008577751,0.036955968,0.022892185,0.026420943,0.0352506,0.035491277,0.059670363,0.1251739,0.1211454,0.201047,0.26924065,0.29109165,0.379285,0.5820625,0.523594,0.70435697,0.7816974,0.6787538,0.6983637,0.8657944,0.68995124,0.76935196,0.5019819,0.40849528,0.47415483,0.37096927,0.36087716,0.47256348,0.16777247,0.090798184,0.19958937,0.37865818,0.0
Birc3,1.7411728,0.57032096,0.73728245,0.7275642,0.6084338,0.5154066,0.39627904,0.5236269,0.37050617,0.27641675,0.22485825,0.16410856,0.22183606,0.30592245,0.28278238,0.29290003,0.263918,0.314853,0.35915703,0.45595223,0.43372026,0.53714335,0.6863023,0.69748753,0.78570974,0.6611326,0.8001333,0.77446973,1.022232,0.8983988,0.89511144,0.99922323,0.8632403,0.7760249,0.97819275,0.9157964,0.9980663,1.1647115,1.0845435,0.9820034,1.0465246,1.0834543,0.8273384,0.9741712,1.0980268,0.8986875,0.77693975,0.97769696,0.78774047,2.3010075
Lmo2,0.0,0.1318458,0.052725125,0.14977166,0.12169529,0.0,0.17832243,0.114908904,0.23034784,0.1327134,0.15668385,0.16261175,0.19942325,0.21818744,0.30611154,0.3532637,0.40926084,0.44884512,0.39943615,0.52088517,0.56796867,0.61430645,0.76210827,0.6994194,0.85461324,0.767135,0.68873805,0.8185239,0.7446862,0.8762509,0.78803474,0.8047033,0.8216824,0.9309562,0.9991414,0.8753706,0.82775813,0.7224778,0.84150356,0.8489804,0.6885905,0.80465186,0.6007699,0.5510144,0.59428453,0.54892045,0.6533898,0.9999236,0.9600074,0.0
Nampt,0.43550077,0.0,0.0,0.3264876,0.13011639,0.0,0.12008993,0.09125387,0.054306023,0.1632591,0.17956504,0.21473941,0.28032878,0.3751152,0.45853636,0.42571425,0.4341891,0.4697643,0.5113082,0.52727175,0.56460047,0.72369677,0.79977494,0.77172375,0.86353207,0.8536305,0.67598337,0.80209017,0.7810422,1.019288,0.64789903,0.7527229,0.7642972,0.81602323,0.8414752,0.8778537,0.87974817,0.80593866,0.8410004,0.98570865,0.8233077,0.8773332,0.9214278,0.916011,1.0341288,0.9251606,0.7524362,1.2242726,0.58190787,1.5246848
Ifit1bl,0.0,0.0,0.0,0.061178785,0.042236444,0.0,0.10101263,0.10121398,0.18844298,0.14735079,0.15538318,0.20402358,0.43839613,0.6074767,0.60572314,0.49179292,0.4210317,0.44034055,0.5634655,0.76234514,0.8257876,1.0147156,1.2056193,1.17774,1.1333423,1.0714571,1.1477621,0.91807806,1.2223183,1.1922683,0.8597243,0.987773,0.969121,0.91161203,0.9936276,1.1448712,1.2312021,1.2229997,1.2382435,1.267811,1.0741465,1.3617557,1.1464854,1.261458,1.1443831,1.1782808,0.59188837,1.045063,0.0,0.0
Fnip2,0.0,0.0,0.0,0.046044387,0.0,0.0,0.044820562,0.0,0.0,0.0,0.0037568854,0.0056554233,0.0054659285,0.005644297,0.008245903,0.010083819,0.0064230016,0.010265351,0.013347208,0.010010788,0.015728386,0.01723009,0.028836966,0.0135822855,0.028806692,0.016111914,0.042975735,0.079562984,0.087649696,0.06809262,0.24855234,0.16820711,0.23724744,0.30243248,0.2970044,0.34352738,0.47112608,0.48239225,0.51352286,0.4719306,0.38710615,0.61548495,0.49376735,0.48648146,0.6048553,0.34365642,0.3623604,0.22330812,0.20429952,1.8548193
Siglecf,0.53281075,0.7911319,1.0118948,0.69899577,0.78673327,0.62179685,0.18812664,0.42860362,0.51010346,0.42972594,0.3919043,0.31845367,0.32150847,0.32085952,0.28339088,0.26547804,0.3097367,0.32735083,0.3574057,0.3999588,0.4578532,0.5914964,0.65183,0.77211946,0.822683,0.9538281,1.080081,1.1767086,1.0195034,1.10969,0.9026001,1.2021797,0.9619368,1.078902,1.3245009,1.1068256,0.7749064,1.0149171,1.0921484,1.2769908,1.2666572,1.2213328,1.1803297,1.2185239,1.0437894,1.3222704,1.2831619,1.1909573,1.7346153,1.0284929
Nfkb2,0.0,0.0,0.11314053,0.13275327,0.04704577,0.0,0.05711318,0.2222104,0.10674983,0.08056036,0.08411157,0.071994066,0.0892376,0.07642577,0.0695066,0.11788826,0.11362868,0.18876755,0.15633123,0.17492697,0.17521553,0.16505314,0.1843224,0.19505253,0.31069952,0.2995499,0.22634478,0.3922595,0.40178248,0.46132764,0.3526005,0.53077954,0.3916609,0.49095803,0.58113086,0.53232455,0.48149967,0.7385734,0.61210614,0.71506447,0.78328526,0.7041815,0.73281693,0.82202905,0.646551,0.9188059,1.1025742,0.92273235,1.2555823,2.3010075
Mpeg1,0.43550077,0.41695744,0.22351676,0.31980056,0.31147632,0.34132543,0.25971368,0.140581,0.55680287,0.36445376,0.30950323,0.24122691,0.407154,0.5905391,0.54414284,0.43580392,0.3606194,0.44899395,0.5491083,0.63211185,0.63326997,0.94521415,1.016636,1.013528,0.92589056,0.97214776,1.0443953,0.9758326,1.1617277,1.1161811,1.1421452,1.1517495,1.160209,1.0417663,1.0710751,1.1693631,1.348443,1.3406101,1.2154602,1.27813,1.2778641,1.1983694,1.0602174,1.0833937,1.1712509,1.1354015,0.6334452,1.0071491,0.5550041,1.8548193
Trafd1,0.0,0.0,0.05513594,0.0,0.04704577,0.07184127,0.0,0.0,0.091301195,0.097574085,0.117944025,0.15381438,0.253426,0.37458473,0.41397008,0.46355152,0.5000066,0.5429258,0.52532786,0.5458625,0.5666068,0.5512704,0.69988674,0.72236466,0.76700425,0.7060031,0.6609015,0.6621724,0.8038924,0.75161123,0.7132659,0.7045139,0.8431336,0.7129147,0.80402726,0.70374894,0.82105345,0.75217235,0.72641736,0.77113235,0.8488386,0.92773,0.69336385,0.79713506,0.8056399,0.74306184,0.5756219,0.7525767,0.6719874,0.0
Tap2,0.0,0.2861214,0.19781756,0.04665322,0.047690414,0.0,0.16605836,0.0,0.20471388,0.09325395,0.069002405,0.07241614,0.1025392,0.13639964,0.15747912,0.20118454,0.21840142,0.25905144,0.27921835,0.31189266,0.31958064,0.35867012,0.44058672,0.40759027,0.43586704,0.38652375,0.43544948,0.42170736,0.4821759,0.5913363,0.38060364,0.4480143,0.52978075,0.6270206,0.7071857,0.6072035,0.7232565,0.61696166,0.5244249,0.6469145,0.6263405,0.6843783,0.71559584,0.72972035,0.5806052,0.7745147,0.87881553,0.6885648,0.6746291,0.0
Cd63,1.6118171,1.4577959,1.4531662,1.2567555,1.450044,0.97096175,1.3804562,1.0553554,1.1490637,1.272416,1.214821,1.2624825,1.2018093,1.2900304,1.3743523,1.400818,1.4682199,1.5176121,1.4572809,1.44035,1.4515991,1.3497843,1.3567284,1.4267585,1.5036964,1.6285673,1.5930576,1.7521478,1.674422,1.5646008,1.8790948,1.976359,2.1517787,2.1323154,2.288372,2.2105258,2.5365384,2.1976438,2.3580556,2.3619664,2.4792297,2.3684375,2.538237,2.589367,2.6566944,2.432448,2.484253,2.4508183,2.647721,2.3010075
1700012B09Rik,0.0,0.58612454,0.11527725,0.15634173,0.19931649,0.06621883,0.21479762,0.29721582,0.16083603,0.17146274,0.14417,0.14209084,0.2702245,0.3959533,0.42782283,0.37187827,0.35569197,0.36338037,0.41659528,0.5294556,0.50905246,0.6979648,0.7963857,0.8260722,0.84648585,0.7880811,0.8784207,0.7275766,0.9291419,0.958652,0.78656,0.93634367,0.841741,0.75029016,0.97540224,0.8031402,0.9628291,0.9622152,0.95335954,0.8257868,0.9279792,0.752476,0.68481123,0.77599007,0.77067393,0.84742624,0.35224977,0.64097726,0.0,0.0
Wars1,0.0,0.0,0.068541676,0.0,0.0,0.0,0.0,0.0,0.0,0.04244696,0.020014515,0.051982757,0.04963785,0.07351742,0.114086986,0.1550624,0.17485246,0.20608221,0.26624027,0.20463477,0.2911065,0.20302702,0.26094007,0.31354943,0.2690106,0.44102246,0.26053566,0.40520287,0.31706414,0.5107648,0.40049577,0.46994418,0.6061515,0.8532041,0.79370254,0.6748531,0.5633454,0.567189,0.5717687,0.7052347,0.6052371,0.6219083,0.88587004,0.8945586,0.6363167,1.0092142,1.265767,1.2384275,1.3983096,0.0
Map3k8,0.78485817,0.0,0.09341183,0.11290174,0.17711547,0.0,0.054399125,0.31627342,0.10474392,0.06741711,0.14131035,0.13288176,0.10228269,0.09100178,0.088008516,0.07705701,0.07227998,0.1345957,0.14351991,0.15197892,0.1949927,0.14614086,0.2467753,0.288789,0.3078868,0.36195028,0.23360051,0.42761764,0.40245044,0.4324366,0.48750088,0.5148512,0.52800864,0.5509024,0.58765996,0.62918717,0.56571764,0.69186956,0.7081628,0.721292,0.8473534,0.784871,0.61705,0.80198526,0.7595303,1.1171116,0.7957902,0.6260686,1.1721914,0.0
Gbp7,0.0,0.13137041,0.0,0.050662618,0.0,0.0,0.0,0.0,0.0,0.0141233355,0.015685763,0.03147712,0.08933817,0.18887582,0.2134509,0.14117052,0.12288361,0.15066811,0.21005432,0.27506226,0.27611148,0.47915965,0.54380023,0.5766507,0.59438914,0.48655638,0.5058067,0.44876975,0.5914833,0.6294465,0.6001634,0.5744924,0.46459442,0.4598919,0.4511313,0.5943525,0.58935964,0.71018654,0.55319774,0.59620154,0.60877615,0.7063298,0.61182886,0.5832347,0.54866415,0.43004176,0.30034092,0.3450309,0.10451657,0.0
Tmem51,0.0,0.0,0.0,0.0,0.03859812,0.0,0.0,0.0,0.028869556,0.013112116,0.011891384,0.0037429326,0.009396837,0.011925945,0.016049063,0.019638343,0.024641788,0.019545186,0.032747805,0.023842297,0.02503656,0.035414007,0.034257874,0.051364567,0.07607572,0.09410685,0.10135929,0.190658,0.08249893,0.17368366,0.26924312,0.22988841,0.44326586,0.47382367,0.3999675,0.47386202,0.5285641,0.5017854,0.6409549,0.3866864,0.56114584,0.40632555,0.4616844,0.35664174,0.46578896,0.35983834,0.22859941,0.55449706,0.39282814,1.0284929
9830107B12Rik,0.0,0.15475097,0.12654626,0.05193822,0.099699736,0.06686904,0.032209985,0.0,0.056512278,0.034853477,0.04065801,0.04397434,0.026712306,0.035407174,0.06309619,0.051836032,0.056128386,0.058811236,0.08535884,0.08073516,0.07740453,0.093163595,0.12351788,0.16391304,0.22661893,0.17303184,0.32455912,0.3399856,0.44186032,0.4716705,0.4154043,0.5451872,0.40553933,0.3586768,0.47409976,0.59424216,0.47475544,0.67356926,0.6957431,0.49916556,0.81701386,0.63108563,0.54691213,0.512642,0.3608655,0.5222174,0.3305979,0.43998846,0.3088986,0.0
Cxcl16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03323924,0.035230614,0.019072955,0.030596089,0.02412407,0.031618144,0.0316694,0.042495854,0.042849015,0.038116798,0.060094297,0.06489926,0.08390884,0.11082022,0.13096054,0.14231095,0.13169493,0.21253823,0.22436632,0.21771038,0.19285168,0.18427733,0.22084133,0.2553665,0.28062642,0.29364967,0.4876553,0.33487338,0.36314616,0.4448628,0.50213546,0.5166319,0.43168768,0.5450752,0.64613557,0.4785303,0.6464923,0.63617575,0.98358315,0.31135893,0.66022176,0.0
Hsh2d,0.43550077,0.23328307,0.17944133,0.15469784,0.059632108,0.03842723,0.09612995,0.07391909,0.10757336,0.20052612,0.17196111,0.1782191,0.2672026,0.3915313,0.4182804,0.41846305,0.43975917,0.44165918,0.49039572,0.60688907,0.5985849,0.7193529,0.7878465,0.8295496,0.8014723,0.7921093,0.7878632,0.7716193,0.7808175,0.71809256,0.8221381,0.80873185,0.7865201,0.77926993,0.76777905,0.8153785,0.76126546,0.7141901,0.71206087,0.72450346,0.68154633,0.8369368,0.67577046,0.80981886,0.7900074,0.7550295,0.5430692,0.4827253,0.29859638,1.0284929
Ibsp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027634723,0.0,0.002654198,0.015481257,0.012556036,0.012316702,0.018587671,0.029833553,0.04061659,0.071979664,0.07386801,0.06327011,0.07832557,0.12011142,0.15107802,0.22239628,0.25873372,0.36180356,0.2441064,0.44636407,0.2223566,0.24988033,0.5091933,0.43757674,0.53108996,0.7284645,0.7765898,0.8333624,0.59776074,0.7305862,0.6999594,0.8912748,0.9133031,1.3337479,1.1498166,1.5202723,1.1084418,1.9673492,1.9352282,2.087857,2.6969438,0.0
Ogfr,0.0,0.0,0.0,0.0,0.067017116,0.070879765,0.109423384,0.042728025,0.093362644,0.14939484,0.12589608,0.117443286,0.1936625,0.28437087,0.3034963,0.3272368,0.28792062,0.29622984,0.3294256,0.37696126,0.37884393,0.4373579,0.525096,0.54646665,0.5653191,0.63677794,0.7290028,0.64321214,0.79543656,0.6461345,0.7498559,0.7551426,0.69236374,0.6482332,0.6665628,0.78433686,0.6833579,0.6510682,0.5903741,0.61036295,0.70733196,0.7113493,0.51166403,0.82564604,0.64167064,0.3600843,0.41043234,0.9089246,0.6068741,0.0
Plin2,0.0,0.0,0.0653548,0.061178785,0.0,0.03842723,0.0,0.0,0.14169535,0.082318425,0.1174308,0.11537829,0.18109816,0.23141544,0.27302167,0.27214384,0.25110772,0.2298067,0.30314612,0.35960463,0.37864816,0.5058022,0.5779823,0.57900304,0.69191295,0.5839518,0.68447334,0.4833206,0.7689214,0.70848215,0.72342944,0.730423,0.63388485,0.64086026,0.66645336,0.5892446,0.638658,0.7178297,0.66968495,0.54962015,0.4843415,0.65987426,0.58736503,0.59053916,0.60446167,0.43775177,0.34166047,0.31676608,0.5893578,1.0284929
Casp1,0.0,0.0,0.0,0.0,0.089169554,0.062067553,0.0,0.068556815,0.0267571,0.02095023,0.014568706,0.01358895,0.03760037,0.077810735,0.07538261,0.06678818,0.048028603,0.0520156,0.090363346,0.10629105,0.1043902,0.17789993,0.15828316,0.19623724,0.24786846,0.22770199,0.31153047,0.31393287,0.44571525,0.38166705,0.44665447,0.4117788,0.4220374,0.3534599,0.5355381,0.48634842,0.3791486,0.57980597,0.6580477,0.5962463,0.632993,0.50455666,0.48917544,0.39238483,0.43336925,0.44356477,0.1559886,0.68822074,0.20800093,0.0
