genes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Mink1,0.0,0.28659678,0.11726308,0.12913854,0.097379476,0.119974755,0.08982729,0.14858028,0.059939973,0.11151069,0.07902956,0.09226778,0.052045215,0.061853215,0.0491303,0.053654816,0.049615696,0.04598177,0.02366346,0.03981097,0.0631216,0.038588565,0.037241597,0.01645397,0.017508565,0.03577092,0.009434077,0.021650719,0.015999272,0.017520845,0.050977282,0.025049234,0.011509726,0.015559769,0.03954661,0.031384233,0.05426445,0.016578805,0.016574556,0.008845566,0.027675543,0.015221419,0.0,0.012249459,0.04190434,0.0,0.0,0.0,0.0,0.0
Jmjd1c,0.43550077,1.026658,0.60853934,0.8979375,0.5988398,0.63500863,0.53728503,0.44458732,0.61525726,0.3626488,0.3410505,0.34899762,0.34169006,0.3174205,0.2603574,0.2657495,0.26560637,0.27129257,0.30751756,0.2976494,0.27862987,0.27843764,0.2903918,0.2386114,0.2682544,0.25157586,0.3233221,0.23443115,0.19599186,0.20695733,0.22046708,0.19136739,0.24111159,0.16807345,0.17744355,0.23751733,0.346584,0.23942238,0.21789816,0.22229931,0.16134028,0.18134113,0.18849826,0.20138472,0.16432697,0.15636598,0.17192806,0.0,0.0,0.0
Ep300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07378705,0.100919895,0.14838237,0.10497029,0.10501375,0.059219044,0.06962009,0.086162224,0.10623219,0.10086992,0.061663505,0.045356855,0.0657158,0.031258125,0.025452921,0.041642744,0.012662422,0.037050463,0.028311005,0.05109114,0.04608837,0.049018722,0.049401112,0.0,0.036521025,0.011288915,0.03236698,0.012757874,0.018188933,0.022523042,0.027870905,0.031962216,0.03404017,0.047128543,0.018428741,0.017006822,0.043236353,0.0,0.18191122,0.13700208,0.0,0.0
Osbpl2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029799959,0.09724084,0.10708481,0.13052157,0.071175665,0.06422026,0.05702249,0.061348304,0.07678658,0.08316529,0.084731616,0.07678811,0.060145818,0.064499505,0.04782803,0.020637034,0.03638623,0.03551938,0.019103535,0.016294874,0.06659132,0.042117864,0.010219037,0.0,0.023328241,0.011401394,0.022078233,0.013321534,0.017632723,0.021797981,0.0,0.012458185,0.0,0.0,0.0,0.018605223,0.0,0.0,0.0,0.16595921,0.0,0.0
Rap2b,0.0,0.13083604,0.10454722,0.036705103,0.045042768,0.17091195,0.062591136,0.066184066,0.117824115,0.1138779,0.1501241,0.16181488,0.12711322,0.085578494,0.08594342,0.087690875,0.09697343,0.096014366,0.09533052,0.07597867,0.09726807,0.045013465,0.07717972,0.05620121,0.029131068,0.046013933,0.05305405,0.07855454,0.077252224,0.06466614,0.044504236,0.070986494,0.018043913,0.038289495,0.0338472,0.06821207,0.07245256,0.038262077,0.039305598,0.04985124,0.00834684,0.080844335,0.05432406,0.028947465,0.016979542,0.023370508,0.081135735,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029799959,0.019288637,0.101474844,0.07894127,0.034644023,0.03617624,0.025518281,0.033127293,0.024540734,0.026452264,0.04524214,0.03351552,0.035469193,0.023626562,0.0138213765,0.020247161,0.011166906,0.006100505,0.00987557,0.0,0.011913224,0.024645343,0.013790198,0.0,0.0063037365,0.008784237,0.021775909,0.0,0.0,0.0,0.0,0.0075875837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiaa0100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06909343,0.06922645,0.07199307,0.074884176,0.06886801,0.036798898,0.04000589,0.042267725,0.049193215,0.03781895,0.04397933,0.022819651,0.043815657,0.027277308,0.04688273,0.011484942,0.03546574,0.0067644482,0.0059090257,0.021134188,0.0,0.009658504,0.0,0.01126173,0.0,0.008182564,0.011100152,0.0123486575,0.0,0.009434852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044144128,0.0,0.0,0.0
Eif4e3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035849307,0.039911292,0.06179043,0.056364827,0.04918262,0.027734248,0.028113864,0.023966864,0.030852452,0.028296124,0.037280664,0.012791538,0.024865659,0.0116147585,0.013967381,0.005570286,0.016214553,0.0070544165,0.007509101,0.026713833,0.0,0.009327842,0.0,0.0,0.0,0.0,0.011100152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vamp8,0.6646775,0.89244825,0.6790676,0.7386105,1.0451323,0.7008291,0.6788284,1.0259744,0.62884086,0.79319006,0.76207626,0.8226984,0.7913563,0.7811823,0.862468,0.8784174,0.9151595,0.93593055,0.91198736,0.9375574,0.87518567,0.8453274,0.87787247,0.7441029,0.807091,0.75160736,0.82837266,0.73674035,0.8998662,0.6797226,0.7062836,0.708515,0.682981,0.6389246,0.54816806,0.5895833,0.7632375,0.41414264,0.5630249,0.39789203,0.40175927,0.3789425,0.46312347,0.39745337,0.4441862,0.4518046,0.15809956,0.67844296,0.28072655,0.0
Eml2,0.0,0.15098396,0.21082167,0.0,0.07288775,0.31270236,0.08970879,0.07391909,0.08524259,0.07813417,0.083376884,0.07990231,0.07491281,0.05304834,0.07827648,0.07996054,0.068476975,0.06517506,0.08066681,0.0647242,0.0793867,0.033342607,0.032665364,0.031329557,0.076105,0.026225096,0.040531363,0.027256474,0.01904821,0.021747604,0.0,0.024584884,0.017084802,0.012780135,0.035351742,0.032089654,0.0,0.007690715,0.0,0.03793912,0.015728915,0.012320546,0.02330474,0.011015937,0.031363945,0.0,0.0,0.0,0.0,0.0
Gnpda2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037953515,0.08659515,0.12315209,0.10024482,0.077006325,0.09575406,0.12642932,0.1462261,0.1261636,0.08371762,0.102200724,0.060403552,0.03391503,0.028508052,0.058667444,0.016943045,0.025361821,0.0041215457,0.024972005,0.0,0.012400462,0.022781575,0.016245866,0.0065566124,0.0,0.012240832,0.012741182,0.027789695,0.0,0.0,0.022036828,0.042196378,0.014827051,0.06483619,0.03411971,0.0,0.053561166,0.063229315,0.0,0.0,0.0
Ankrd44,1.220359,0.58612454,0.40868682,0.38639683,0.3310856,0.104417205,0.36751372,0.15022755,0.0848545,0.16288418,0.10412638,0.096447065,0.08029165,0.09013365,0.09308965,0.10150066,0.083663575,0.079812534,0.06797757,0.059640594,0.07648382,0.07123457,0.06900771,0.096636,0.07499361,0.08205765,0.100663565,0.05363135,0.06572692,0.08170442,0.037725206,0.09967217,0.06137839,0.030957092,0.04622965,0.019516474,0.011710803,0.031232446,0.019803926,0.026453022,0.0,0.018901855,0.013086933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC121142880,0.0,0.0,0.0,0.0,0.0,0.0,0.062591136,0.0,0.1003448,0.11563668,0.21632558,0.17821333,0.12926078,0.086174026,0.11683434,0.13177633,0.1784705,0.16531716,0.1455246,0.18777613,0.1427434,0.14067072,0.06378969,0.07096278,0.03919633,0.0595102,0.053511314,0.044025127,0.03309844,0.037841678,0.048874106,0.032915995,0.03103211,0.018603144,0.046577703,0.03842239,0.01428589,0.04891196,0.015487993,0.023246208,0.024843821,0.015847014,0.012899802,0.063318625,0.018261993,0.0,0.0,0.16595921,0.0,0.0
LOC121135529,0.0,0.0,0.0,0.0,0.0,0.0,0.062591136,0.0,0.036610965,0.06541909,0.1394695,0.16385727,0.13643818,0.088400856,0.123407274,0.16618063,0.18909222,0.15534005,0.12915683,0.091082565,0.10087783,0.06927942,0.030282704,0.08659737,0.10506726,0.07304028,0.050152738,0.10706394,0.06338732,0.049245168,0.052587368,0.029284377,0.07350723,0.051347632,0.05288846,0.013049453,0.01428589,0.025447804,0.042009857,0.021282887,0.011639583,0.014485655,0.0,0.017341752,0.018261993,0.0,0.0,0.0,0.0,0.0
Comt,0.0,0.0,0.11807993,0.0,0.0,0.0,0.044820562,0.042728025,0.13381252,0.23929355,0.22589284,0.25246868,0.1758985,0.1253027,0.14102094,0.16619976,0.20823787,0.23415501,0.19643813,0.17677593,0.22347789,0.102537684,0.055311155,0.07494816,0.08815723,0.11146848,0.11336443,0.17828663,0.11379906,0.19004719,0.12997805,0.07816799,0.10668415,0.10883439,0.053495616,0.08045207,0.10746339,0.069714166,0.020538507,0.047233988,0.034161534,0.023707101,0.054541722,0.027796779,0.027888829,0.0,0.0,0.0,0.0,0.0
Dapk3,0.0,0.0,0.08813237,0.09604816,0.10277272,0.10200638,0.101425655,0.067262255,0.083471455,0.12013506,0.16576909,0.14752994,0.08950867,0.095034935,0.094233535,0.0821263,0.112058155,0.11047971,0.070022166,0.08760798,0.043258775,0.081521526,0.02498773,0.012724915,0.08355535,0.046209928,0.098167196,0.11036581,0.04390551,0.051358346,0.037285894,0.054807324,0.03506403,0.041372903,0.04883102,0.08150038,0.035286196,0.029984437,0.079842374,0.01428505,0.052152403,0.025256198,0.048954,0.030631868,0.014487076,0.0,0.0,0.11106156,0.0,0.0
LOC121139309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07765065,0.050039083,0.072834946,0.042021442,0.018740876,0.021806255,0.03193777,0.029334519,0.024967542,0.027951058,0.0026960662,0.012098535,0.010693149,0.0055426853,0.018668758,0.0,0.014138392,0.022297328,0.010410277,0.0,0.014740272,0.01397849,0.0,0.009091005,0.00745131,0.0,0.014941237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017006822,0.0,0.0,0.0,0.0,0.0,0.0
LOC101830904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03984244,0.14888605,0.22457328,0.2561811,0.20866942,0.16415855,0.16327488,0.21573314,0.25192842,0.22820474,0.17964704,0.23201293,0.21305604,0.19369982,0.14386041,0.13077119,0.1015067,0.122619756,0.12128805,0.08579322,0.08937566,0.11383357,0.16777718,0.079162866,0.099304296,0.06419903,0.0912602,0.10832429,0.0,0.021433974,0.023300484,0.052019868,0.04264769,0.031730387,0.04102997,0.03069758,0.045640405,0.060777437,0.0,0.0,0.12923355,0.0
Vamp5,0.43550077,0.43740544,0.1701985,0.42941782,0.25012314,0.22358327,0.40569934,0.24708924,0.20686886,0.18999079,0.1859461,0.23651561,0.21709228,0.19195879,0.17795044,0.15714985,0.2002791,0.18630384,0.18986957,0.21116048,0.19326532,0.17346713,0.121423036,0.17823471,0.1811434,0.17022744,0.2081146,0.14211608,0.12473849,0.21290526,0.16993037,0.14753409,0.11719957,0.07957772,0.100760914,0.042284925,0.07158978,0.07919299,0.053460468,0.058537886,0.072576806,0.047577735,0.037506845,0.037153456,0.016481295,0.0,0.033544984,0.08852782,0.0,0.0
LOC101844224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988885,0.07877011,0.15667062,0.18557873,0.1266038,0.10501167,0.07303826,0.11441012,0.16027778,0.13982067,0.17940116,0.120072395,0.1614743,0.08162197,0.05615379,0.044831548,0.030404171,0.05758902,0.09784354,0.03790522,0.094887555,0.03325564,0.012621569,0.02646699,0.054354507,0.029830324,0.02102742,0.011171627,0.017632723,0.038536265,0.0,0.02415458,0.012565913,0.016401418,0.05296499,0.033638377,0.0,0.0,0.04766367,0.0,0.0,0.0
Pik3cb,0.0,0.6594576,0.57043636,0.4597515,0.44324866,0.49217895,0.2826768,0.5145872,0.20165266,0.18450998,0.12741406,0.11831583,0.1321279,0.17072694,0.15424511,0.12561145,0.10325723,0.11278013,0.112090774,0.12975892,0.13172983,0.11904946,0.17283161,0.12108491,0.13911112,0.13072342,0.09618303,0.07609414,0.12257673,0.035459325,0.097087726,0.019454677,0.060643196,0.06122955,0.05920854,0.06804732,0.04354537,0.06185263,0.016574556,0.07450554,0.06502526,0.08714674,0.04913472,0.051721595,0.053790912,0.0,0.073230766,0.0,0.0,0.0
Saraf,0.0,0.0,0.0,0.0,0.0,0.0,0.090380825,0.0,0.20229381,0.31957757,0.35591456,0.40576726,0.3226478,0.20818171,0.18303694,0.17689775,0.23521222,0.3334646,0.3409372,0.35828015,0.3637732,0.20614275,0.15815629,0.15935872,0.16467324,0.17761238,0.13117771,0.19616337,0.12604122,0.18370089,0.16950777,0.14490521,0.15055239,0.24525699,0.158234,0.1380133,0.08826023,0.065195866,0.089191325,0.14802574,0.08664223,0.14901738,0.11135418,0.16700155,0.19487946,0.1648309,0.19980133,0.13700208,0.33297345,0.0
RGD621098,0.96831155,0.42417642,0.333334,0.25545612,0.29951862,0.23713078,0.4045748,0.13307658,0.16770323,0.14284547,0.103413954,0.063908756,0.0897512,0.09546687,0.09732862,0.08156699,0.06292036,0.07738631,0.07492784,0.06123765,0.095291086,0.116738476,0.0854432,0.099715844,0.07120522,0.09748115,0.07733588,0.05719537,0.05566961,0.06494644,0.037888035,0.034772284,0.038844276,0.010180256,0.00722239,0.051551607,0.0,0.037127417,0.016508983,0.024345446,0.0,0.012220782,0.0,0.024084033,0.015672432,0.028211718,0.0,0.0,0.0,0.0
Plcb2,0.0,0.0,0.13386688,0.1530034,0.13130036,0.19642177,0.20932426,0.25091043,0.2090194,0.09741151,0.0851318,0.10294503,0.09447938,0.07536985,0.061864424,0.055779308,0.062025353,0.07241496,0.04409623,0.068238705,0.061080743,0.04426083,0.05001168,0.035870783,0.06694305,0.05993784,0.04493934,0.058968313,0.049178466,0.02844253,0.049983293,0.028073117,0.029686218,0.03433521,0.006642841,0.019106371,0.011035313,0.013493208,0.03866237,0.05141854,0.018730802,0.012535741,0.016710527,0.0,0.032797247,0.028211718,0.08341911,0.0,0.0,0.0
Map4k2,0.0,0.13137041,0.1467435,0.25512213,0.11835559,0.18036675,0.27067408,0.07391909,0.06743068,0.129823,0.14245714,0.16354583,0.12376558,0.119210474,0.1286399,0.1417747,0.120991714,0.16387992,0.15182647,0.119709015,0.105458245,0.09212514,0.0769515,0.07813288,0.09612063,0.14827634,0.09774493,0.055787947,0.0712848,0.043919772,0.03654979,0.01705808,0.046718977,0.021850152,0.028983727,0.049043097,0.07599661,0.03694843,0.034439955,0.019821933,0.051134396,0.044930264,0.04364877,0.044391736,0.05430656,0.097435676,0.0,0.0,0.12264863,0.0
Pi4k2a,0.0,0.0,0.0,0.082749486,0.0,0.0,0.106760174,0.027782613,0.03815343,0.028849743,0.09719347,0.107127145,0.07992408,0.040448267,0.060003873,0.07333735,0.05895729,0.060305133,0.04048361,0.04981626,0.055028304,0.031694174,0.025865233,0.018827131,0.02401233,0.022512829,0.021386037,0.0,0.0089048,0.033140834,0.034515426,0.0,0.04376197,0.017640663,0.026806343,0.019921822,0.041668013,0.009253581,0.0,0.0075875837,0.0,0.0,0.0,0.04590128,0.018261993,0.0,0.0,0.0,0.11352241,0.0
CUNH16orf72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03984244,0.076318935,0.055848397,0.10270435,0.046564937,0.04502671,0.035795707,0.02992662,0.03366524,0.058015916,0.042007383,0.04422868,0.048064616,0.0070986976,0.020773053,0.013249825,0.012040348,0.0,0.038437266,0.01764261,0.0,0.009271798,0.01397849,0.0,0.008140183,0.021222165,0.0,0.0,0.017632723,0.0,0.0,0.0,0.014901115,0.01327773,0.012058712,0.0,0.01796239,0.0,0.0,0.0,0.25653198,0.0
Atp5mk,0.0,0.0,0.0,0.0,0.0,0.0,0.062591136,0.0,0.18671271,0.26881388,0.29524076,0.3011282,0.29355377,0.20739073,0.24777257,0.3553201,0.43292528,0.36222902,0.3353202,0.3034602,0.27939275,0.14749652,0.16671515,0.14754996,0.17782527,0.14078644,0.16108696,0.18165804,0.15969288,0.19482344,0.1131768,0.05730432,0.11315124,0.13110052,0.089082144,0.10397191,0.0602551,0.08569059,0.05446213,0.09924244,0.093193114,0.12628633,0.11132151,0.09253335,0.13938087,0.112010606,0.33838862,0.29259092,0.31466967,0.0
Cpne1,0.0,0.13083604,0.58669376,0.3542393,0.34413233,0.19782569,0.27849227,0.1300985,0.17855185,0.17781141,0.27082223,0.22854088,0.23605633,0.15155542,0.18002231,0.1721639,0.14396556,0.1500147,0.1736925,0.19533662,0.17327605,0.19865389,0.21650523,0.19104287,0.14720406,0.17468512,0.09094538,0.13965158,0.09058857,0.13508838,0.09201411,0.057378735,0.12528776,0.06366702,0.13383563,0.13967718,0.13238741,0.13813703,0.0616569,0.09389991,0.04378251,0.124123864,0.04782151,0.057010744,0.096313156,0.05207442,0.11756251,0.0,0.12264863,0.0
Slc44a2,0.0,0.0,0.035407245,0.0,0.049745753,0.0,0.04380835,0.0,0.05340017,0.08875912,0.12231984,0.1609001,0.12883195,0.09023536,0.097646914,0.12310091,0.13623449,0.14319165,0.10826226,0.09580228,0.07681391,0.06624422,0.064628296,0.06793242,0.052975558,0.06736315,0.040102918,0.038206268,0.01632293,0.036692906,0.046224438,0.025709147,0.071749665,0.05488978,0.030249272,0.018728107,0.0,0.048463397,0.0,0.022739172,0.025242394,0.07022679,0.029610328,0.062501885,0.0,0.060043167,0.0,0.0,0.0,0.0
Nckap1l,0.43550077,0.58118904,0.27650928,0.66623884,0.18015547,0.26983386,0.5338418,0.52884954,0.20284517,0.15179002,0.1622988,0.13982387,0.14161508,0.13967493,0.15897477,0.12651567,0.11228485,0.13352558,0.12219844,0.12605427,0.13903071,0.14278355,0.11417218,0.13784015,0.11752456,0.093979806,0.14542888,0.14110221,0.112388104,0.05029915,0.053680576,0.069920674,0.07147105,0.030920118,0.06589142,0.0907028,0.089446776,0.07189676,0.058473624,0.057099476,0.035073683,0.06693378,0.06369464,0.047215946,0.015259927,0.04735298,0.0,0.0,0.0,0.0
Hras,0.0,0.0,0.0,0.097541034,0.03268022,0.0,0.0,0.0703202,0.14725745,0.088444434,0.10749662,0.12892409,0.12288933,0.0709477,0.07915046,0.09212962,0.10274498,0.13107213,0.115359806,0.053491782,0.09441563,0.0666775,0.020106776,0.036632665,0.040608346,0.06616011,0.052788816,0.03991623,0.051867727,0.01117167,0.0807643,0.028778661,0.049155634,0.03432992,0.015981717,0.008770608,0.013656538,0.01883148,0.0,0.007761514,0.025488487,0.06317598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trem1,1.0764953,1.7960981,1.4072831,0.83549654,0.71104294,1.0514874,1.1084313,0.530258,1.1517513,1.1307306,1.1623611,1.2533011,1.1133379,1.038514,1.036168,1.0683435,1.1273924,1.0703835,1.1073003,1.1040254,1.0589181,1.0948545,1.0293792,1.096272,1.0467387,1.0275033,0.9798669,1.0961812,0.9955053,1.0844524,0.86747587,0.8602255,0.95526373,0.9361069,0.960151,0.8269376,0.6853308,0.84795445,0.94541276,0.725142,0.7780736,0.9167127,0.7769858,0.7814278,0.74863183,0.89937764,0.6890531,0.9935707,0.32083383,0.0
Lnpep,0.43550077,0.36012608,0.39811596,0.17051747,0.3171246,0.24310121,0.29670206,0.2085181,0.21994533,0.0701577,0.05547061,0.050420377,0.06451481,0.09585813,0.07956451,0.03998655,0.048985988,0.04550634,0.02808224,0.029826958,0.050072648,0.0755829,0.08807304,0.075534664,0.03546246,0.03623209,0.009586181,0.011998074,0.035900824,0.081521384,0.051559605,0.036958434,0.028008327,0.025401745,0.03863734,0.045550913,0.06715385,0.0,0.010127114,0.008912299,0.011188359,0.0,0.0,0.0,0.015857931,0.0,0.0,0.0,0.0,0.0
Smad4,0.0,0.15475097,0.23533082,0.29813746,0.20244426,0.3681264,0.3102304,0.3071427,0.09050896,0.104635686,0.11587007,0.07419102,0.08607443,0.08637968,0.06680143,0.0787253,0.060128056,0.06617961,0.052096937,0.059040576,0.06226354,0.06639671,0.027443247,0.037340388,0.053007796,0.053706262,0.05989435,0.058236588,0.016338205,0.10165892,0.036371447,0.02480791,0.06995115,0.02043818,0.054582644,0.05228117,0.0,0.025842136,0.04357667,0.028720038,0.0,0.025202524,0.06602817,0.0,0.012051783,0.027487153,0.033544984,0.0,0.0,1.0284929
Arid4b,0.53281075,0.25059366,0.3156524,0.46610248,0.4566255,0.1555405,0.2749249,0.1822353,0.3144263,0.38891008,0.31219947,0.30168813,0.2522617,0.21324179,0.1990476,0.19891903,0.18452936,0.2185185,0.23460446,0.24881221,0.21450262,0.20093276,0.19328561,0.2142142,0.22086258,0.19262618,0.16884272,0.19861986,0.20783883,0.13550873,0.23283596,0.12079635,0.16294204,0.13362654,0.12235107,0.09676699,0.085621156,0.12394869,0.19640309,0.14826442,0.13396846,0.086587235,0.11807362,0.124049954,0.13177435,0.07759562,0.2023216,0.0,0.0,1.0284929
Fmo2,0.53281075,0.0,0.12679946,0.050662618,0.025197338,0.0,0.20938188,0.0,0.05052806,0.030177848,0.05959822,0.060957566,0.052865587,0.059242625,0.05681007,0.052077666,0.035851117,0.02875019,0.009972146,0.029379075,0.02619435,0.019535694,0.04561926,0.0,0.03338811,0.013400699,0.017631432,0.024847377,0.016307624,0.0,0.0,0.041834872,0.050636433,0.034150057,0.0,0.011683247,0.0,0.00740086,0.022048619,0.0,0.0,0.020820044,0.0,0.019448385,0.017069958,0.015870722,0.0,0.0,0.0,0.0
Cry1,0.0,0.0,0.068541676,0.045327954,0.0,0.06686904,0.062591136,0.062756374,0.08203157,0.061586794,0.08533683,0.07549914,0.06638184,0.05674969,0.035083678,0.04279391,0.031027976,0.015868424,0.020329239,0.035555642,0.02512555,0.01998397,0.021214854,0.01832777,0.015717061,0.02436173,0.019799568,0.040106744,0.022276513,0.018869529,0.018862057,0.040821485,0.024860594,0.0,0.007418215,0.017618481,0.03652044,0.029833356,0.011478186,0.009549484,0.0316951,0.028124824,0.023248175,0.066677794,0.0,0.057315186,0.037523575,0.0,0.0,0.0
Lbhd1,0.0,0.0,0.0,0.0,0.0,0.0,0.062591136,0.0,0.13839766,0.1407504,0.14758189,0.20337431,0.123991065,0.097256474,0.10456713,0.109194316,0.14361502,0.20108578,0.21670513,0.13026763,0.13688818,0.09296642,0.08702874,0.068384044,0.09150004,0.06166393,0.038076732,0.06351844,0.0507938,0.0323814,0.062043425,0.040409047,0.031439632,0.061414585,0.0111289825,0.021960266,0.018188933,0.046036206,0.029114936,0.02340968,0.026888117,0.015209932,0.0,0.016156966,0.017657714,0.0281432,0.086242355,0.0,0.0,0.0
Cmtm6,0.43550077,1.0443782,0.7563007,0.73840046,0.76469404,0.6399113,0.498674,0.6260767,0.40824452,0.34846216,0.4460756,0.46243697,0.37620458,0.31214672,0.3137865,0.3174478,0.33718297,0.3314494,0.31505433,0.35075364,0.29134524,0.33642963,0.31974366,0.3034388,0.27313715,0.3831836,0.35433578,0.35417405,0.31668514,0.3478783,0.37555793,0.35779992,0.35023206,0.2832938,0.26587787,0.23994948,0.24577928,0.23207122,0.22302076,0.25157613,0.18628703,0.2650748,0.18945175,0.18011315,0.076915085,0.26712093,0.0,0.0,0.11352241,0.0
Anxa7,0.43550077,0.2861214,0.24198651,0.045780227,0.33579627,0.10529628,0.31498852,0.29667825,0.1864087,0.27743095,0.2671909,0.2713444,0.25042793,0.17119928,0.20395508,0.20284083,0.2191737,0.21458943,0.22657877,0.22934942,0.19970892,0.16196658,0.11866313,0.16968329,0.15931773,0.16424526,0.113147244,0.10039597,0.1241107,0.14335658,0.13317215,0.1085944,0.17026144,0.13476203,0.1529396,0.12208341,0.12097608,0.11821669,0.12861942,0.11407981,0.068215884,0.070814155,0.15513383,0.14535189,0.2187747,0.050214298,0.21225116,0.30593008,0.0,0.0
Fam214a,0.53281075,0.0,0.08091105,0.10517095,0.0,0.0,0.14794129,0.067262255,0.16866183,0.06734965,0.04355591,0.02594432,0.035463657,0.043530624,0.032977063,0.02158529,0.02640928,0.017791785,0.02610992,0.027821153,0.019617349,0.025327638,0.019889403,0.00769175,0.012522037,0.004266089,0.0,0.01595681,0.0,0.0054313336,0.039159235,0.0,0.007596613,0.0,0.0,0.0,0.0075857714,0.019843485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pak1,0.0,0.0,0.0,0.0,0.044018712,0.0,0.04641962,0.0,0.0,0.07114633,0.10262131,0.12963837,0.09106434,0.061562147,0.049104147,0.06860346,0.060215734,0.074539654,0.04718816,0.08255527,0.06753503,0.043353576,0.008330833,0.04578112,0.034962352,0.025152892,0.0251082,0.02761708,0.024758123,0.07224865,0.0,0.036652196,0.01842431,0.024311611,0.023203399,0.0072068083,0.019604873,0.018668616,0.008554617,0.028622378,0.012342936,0.0,0.0,0.0,0.04668182,0.070867226,0.042153038,0.0,0.0,0.0
Ndufs7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07645341,0.22707485,0.2619457,0.29194915,0.25175545,0.17680715,0.16199146,0.21554178,0.24204846,0.2954594,0.27970085,0.25754392,0.35970902,0.19753408,0.1290552,0.14797586,0.13621698,0.110420585,0.09600071,0.2099656,0.08495189,0.13960145,0.13704093,0.057605006,0.09480845,0.13885131,0.1200766,0.11804236,0.064991616,0.008462887,0.011946583,0.05738716,0.04637457,0.013160081,0.047746316,0.04810905,0.054103523,0.053957287,0.060952656,0.0,0.12923355,0.0
Phactr2,0.0,0.0,0.0,0.0,0.03443477,0.0,0.056733195,0.0,0.0747644,0.060840078,0.07486626,0.10484481,0.06584402,0.059334304,0.042159926,0.050777435,0.05287783,0.031443585,0.047117934,0.031336036,0.018594375,0.01906788,0.025856763,0.029903453,0.033903576,0.03751305,0.03615311,0.0,0.07083177,0.010950513,0.01670107,0.015984446,0.014124418,0.014057639,0.015923645,0.02346082,0.0,0.0,0.022548595,0.018145269,0.0,0.0,0.0,0.0,0.0,0.0,0.03361283,0.0,0.0,0.0
Gda,0.96831155,0.41319042,0.4790881,0.4636101,0.31655967,0.33424538,0.27145904,0.56966347,0.40463242,0.55067074,0.5768733,0.5831335,0.47938573,0.47240567,0.48518494,0.48521048,0.5007647,0.54421014,0.5500572,0.49414793,0.5435225,0.5128292,0.50554866,0.4914651,0.51211333,0.49904835,0.4483603,0.37013975,0.35543904,0.43464115,0.44391793,0.3145712,0.44083247,0.39379734,0.40202415,0.30779573,0.2957989,0.24023658,0.18432489,0.28331324,0.2148765,0.12991045,0.27860916,0.2740645,0.13996993,0.12796485,0.20482285,0.19958937,0.0,0.0
Fnbp1,0.0,0.1318458,0.20986585,0.21123733,0.120244436,0.26207247,0.04915648,0.34751797,0.18168733,0.14854246,0.1938033,0.179408,0.17078744,0.15497315,0.15344967,0.11443728,0.12982883,0.11217857,0.11926611,0.08389508,0.10201616,0.09506347,0.08333617,0.060133148,0.082649164,0.07559659,0.09418267,0.10490507,0.100214966,0.13233218,0.13462883,0.107579954,0.11961124,0.0972069,0.089743316,0.14990382,0.12221208,0.11718689,0.11921192,0.045366157,0.032176454,0.05139582,0.06413023,0.07958651,0.01664559,0.10277222,0.028581565,0.0,0.25653198,0.0
Edf1,0.0,0.11975761,0.112993695,0.041779693,0.24210778,0.12739272,0.055020284,0.09599452,0.31053632,0.360816,0.4175972,0.4296906,0.3654509,0.28820476,0.30016756,0.35435995,0.46324825,0.43949005,0.44191098,0.42635816,0.43542337,0.2731153,0.26924786,0.24908905,0.2220539,0.21685773,0.17155945,0.25310847,0.2031815,0.275287,0.21497564,0.18939117,0.23977304,0.28141177,0.25500855,0.24265826,0.16746038,0.16099833,0.082055904,0.21852387,0.14148892,0.10352896,0.1907664,0.17762269,0.10438102,0.1563792,0.43714097,0.5257561,0.4235423,0.0
